Name,City,region,Price,Star_Rating,Property_Demand,Property_id,Customers_Rating,Customers_Review,Type_of_room,reservations_Payment,Canelation,Max_persons,Bed_type,Tax,Review_title,Credit_card,Breakfst_included,Longitude_x,Latitude_y,Link
Al Nimran Hotel,Al- Khubar,Eastern Region,SAR 178,2,null,242992,6.4, 100 reviews ,Deluxe Double or Twin Room,prepayment Needed,FREE cancellation,Max persons: 2,"2 beds
(2 singles)",Yes, Review score ,Requierd,null,50.21167696,26.30189126,https://www.booking.com/hotel/sa/al-nimran.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=24299227_199954558_2_42_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=525&highlighted_blocks=24299227_199954558_2_42_0&hpos=25&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=24299227_199954558_2_42_0__17820&srepoch=1587183028&srpvid=b42f1d5ac6780058&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Shafa Abha Hotel,Abha,Aseer,SAR 200,2,null,3748872,6.9, 821 reviews ,Double or Twin Room,prepayment Needed,FREE cancellation,Max persons: 2,"2 beds
(2 singles)",Yes, Review score ,Requierd,Breakfast included,42.5206997,18.19492813,https://www.booking.com/hotel/sa/shafa-abha-abha.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=374887202_198461998_2_41_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=526&highlighted_blocks=374887202_198461998_2_41_0&hpos=1&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=374887202_198461998_2_41_0__20000&srepoch=1587183036&srpvid=b42f1d5ec7130055&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
فندق الحمدان,Tabouk,Tabouk,SAR 225,2,null,5062827,8.5, 19 reviews ,Standard Double Room,prepayment Needed,FREE cancellation,Max persons: 2,"2 beds
(1 single, 1 large double)",No, Very good ,Requierd,Breakfast included,36.588094,28.405116,https://www.booking.com/hotel/sa/fndq-lhmdn.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=506282703_195256629_2_1_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=527&highlighted_blocks=506282703_195256629_2_1_0&hpos=2&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=506282703_195256629_2_1_0__22500&srepoch=1587183036&srpvid=b42f1d5ec7130055&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
فندق قصر الخليج,Riyadh,Riyadh,SAR 226,2,null,5717473,8.2, 47 reviews ,Family Studio,prepayment Needed,FREE cancellation,Max persons: 2,null,No, Very good ,Requierd,null,46.82543092,24.77938129,https://www.booking.com/hotel/sa/fndq-qsr-lkhlyj.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=571747304_219277677_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=528&highlighted_blocks=571747304_219277677_2_0_0&hpos=3&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=571747304_219277677_2_0_0__22600&srepoch=1587183036&srpvid=b42f1d5ec7130055&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Al Hyatt Jeddah Continental Hotel,Jeddah,Makkah,SAR 230,2,null,352142,7.8," 1,998 reviews ",Hyatt Twin Deluxe,prepayment Needed,FREE cancellation,Max persons: 2,"2 beds
(2 singles)",Yes, Good ,Requierd,null,39.19210553,21.52870175,https://www.booking.com/hotel/sa/al-hyatt-jeddah-continental.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=35214211_195193315_0_42_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=529&highlighted_blocks=35214211_195193315_0_42_0&hpos=4&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=35214211_195193315_0_42_0__23000&srepoch=1587183036&srpvid=b42f1d5ec7130055&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
OYO 326 Barjas Furnished Apartment,Al Fanar,Eastern Region,SAR 232,2,Only 5 like this left on our site,5765393,6.1, 53 reviews ,Standard Studio,prepayment Needed,FREE cancellation,Max persons: 2,"1 bed
(1 extra-large double)",Yes, Review score ,Requierd,null,49.56947198,27.13218181,https://www.booking.com/hotel/sa/oyo-326-barjas-furnished-apartment.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=576539302_222704826_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=530&highlighted_blocks=576539302_222704826_2_0_0&hpos=5&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=576539302_222704826_2_0_0__23246&srepoch=1587183036&srpvid=b42f1d5ec7130055&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Al Kamil Hotel,Al Ka�mil,Makkah,SAR 250,2,null,2700515,8.9, 24 reviews ,Double or Twin Room,prepayment Needed,FREE cancellation,Max persons: 2,"1 bed
(1 extra-large double)",Yes, Fabulous ,Requierd,null,39.82786,22.306486,https://www.booking.com/hotel/sa/al-kamil.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=270051501_106167832_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=531&highlighted_blocks=270051501_106167832_2_0_0&hpos=6&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=270051501_106167832_2_0_0__25000&srepoch=1587183036&srpvid=b42f1d5ec7130055&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
كروان الشرق,Dammam,Eastern Region,SAR 250,2,null,4331417,7, 4 reviews ,Two-Bedroom Apartment,No prepayment ,FREE cancellation,Max persons: 3,"5 beds
(2 singles, 2 sofa beds, 1 large double)",Yes, Good ,Not requierd,null,50.063645,26.372714,https://www.booking.com/hotel/sa/krwn-lshrq.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=433141703_141376144_3_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=532&highlighted_blocks=433141703_141376144_3_0_0&hpos=7&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=433141703_141376144_3_0_0__25000&srepoch=1587183036&srpvid=b42f1d5ec7130055&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Golden Hotel,Jeddah,Makkah,SAR 260,2,Only 7 rooms like this left on our site,69835,7, 220 reviews ,Deluxe Double or Twin Room,No prepayment ,null,Max persons: 2,"2 beds
(2 singles)",Yes, Good ,Not requierd,null,39.197217,21.490113,https://www.booking.com/hotel/sa/grand-golden-jeddah.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=6983504_91905694_0_2_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=533&highlighted_blocks=6983504_91905694_0_2_0&hpos=8&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=6983504_91905694_0_2_0__26047&srepoch=1587183036&srpvid=b42f1d5ec7130055&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Le Meridien Al Hada,Al-Tayef,Makkah,SAR 288,2,Only 5 rooms like this left on our site,328017,7.4, 638 reviews ,"Standard, Guest room, 2 Twin/Single Bed(s)",No prepayment ,FREE cancellation,Max persons: 2,"2 beds
(2 singles)",Yes, Good ,Not requierd,null,40.27491331,21.35912965,https://www.booking.com/hotel/sa/le-meridien-al-hada.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=32801711_251379046_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=534&highlighted_blocks=32801711_251379046_0_0_0&hpos=9&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=32801711_251379046_0_0_0__28797&srepoch=1587183036&srpvid=b42f1d5ec7130055&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Nada Al Salam Hotel فندق ندى السلام,Al-Madinah,Al-Madinah,SAR 290,2,null,5239469,5.9, 122 reviews ,Quadruple Room,No prepayment ,null,Max persons: 4,"4 beds
(4 singles)",Yes, Review score ,Not requierd,null,39.60475252,24.46569605,https://www.booking.com/hotel/sa/nd-lslm.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=523946904_239432451_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=535&highlighted_blocks=523946904_239432451_0_0_0&hpos=10&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=523946904_239432451_0_0_0__29000&srepoch=1587183036&srpvid=b42f1d5ec7130055&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Landmark Furnished Units,Jeddah,Makkah,SAR 315,2,Only 3 rooms like this left on our site,6344693,,null,Deluxe Room,No prepayment ,null,Max persons: 3,"3 beds
(2 singles, 1 extra-large double)",No,null,Not requierd,null,39.139955,21.608416,https://www.booking.com/hotel/sa/landmark-furnished-units.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=634469302_247433952_3_2_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=536&highlighted_blocks=634469302_247433952_3_2_0&hpos=11&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=634469302_247433952_3_2_0__31500&srepoch=1587183036&srpvid=b42f1d5ec7130055&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
OYO 246 Hotel Hadeel Al Motamayezah,Jeddah,Makkah,SAR 328,2,null,5288414,7.7, 339 reviews ,Two-Bedroom Deluxe Apartment,No prepayment ,FREE cancellation,Max persons: 5,"2 beds
(2 doubles)",Yes, Good ,Not requierd,null,39.22302391,21.51765082,https://www.booking.com/hotel/sa/oyo-246-hadeel-al-motamayezah.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=528841403_186605555_5_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=537&highlighted_blocks=528841403_186605555_5_0_0&hpos=12&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=528841403_186605555_5_0_0__32786&srepoch=1587183036&srpvid=b42f1d5ec7130055&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Al Battal Hotel,Makkah,Makkah,SAR 360,2,Only 4 rooms like this left on our site,1703107,7, 459 reviews ,Twin Room,No prepayment ,null,Max persons: 2,"2 beds
(2 singles)",Yes, Good ,Not requierd,null,39.8290363,21.41779834,https://www.booking.com/hotel/sa/al-battal.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=170310703_91173657_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=538&highlighted_blocks=170310703_91173657_2_0_0&hpos=13&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=170310703_91173657_2_0_0__36000&srepoch=1587183036&srpvid=b42f1d5ec7130055&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
المرفا,Qal'at Bishah,Aseer,SAR 400,2,Only 1 left like this on our site,6289924,,null,Two-Bedroom Apartment,No prepayment ,FREE cancellation,Max persons: 7,"3 beds
(3 sofa beds)",No,null,Not requierd,null,42.61182,20.005275,https://www.booking.com/hotel/sa/lmrf.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=628992402_245132783_7_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=539&highlighted_blocks=628992402_245132783_7_0_0&hpos=14&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=628992402_245132783_7_0_0__40000&srepoch=1587183036&srpvid=b42f1d5ec7130055&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Roaya Rawaabi Ajyad,Makkah,Makkah,SAR 420,2,null,3557325,7.9, 19 reviews ,Quadruple Room,No prepayment ,null,Max persons: 4,"4 beds
(4 singles)",Yes, Good ,Not requierd,null,39.82916479,21.40979033,https://www.booking.com/hotel/sa/rw-y-rwby-jyd.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=355732501_118162695_4_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=540&highlighted_blocks=355732501_118162695_4_0_0&hpos=15&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=355732501_118162695_4_0_0__42000&srepoch=1587183036&srpvid=b42f1d5ec7130055&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
The New Address Hotel,Al-Majma'a,Riyadh,SAR 631,2,Only 7 like this left on our site,5085911,7.7, 545 reviews , Deluxe Studio Twin ,No prepayment ,null,Max persons: 2,"1 bed
(1 extra-large double)",Yes, Good ,Not requierd,null,45.35775126,25.88928107,https://www.booking.com/hotel/sa/oyo-227-the-new-address.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=508591105_242312297_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=541&highlighted_blocks=508591105_242312297_0_0_0&hpos=16&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=508591105_242312297_0_0_0__63066&srepoch=1587183036&srpvid=b42f1d5ec7130055&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=;has_campaign_deals_breakaway20_customer_label=1#hotelTmpl
OYO 307 Jubail Rose,Al-Jubail,Eastern Region,"SAR 7,907",2,null,5658276,,null,One-Bedroom Apartment,No prepayment ,FREE cancellation,Max persons: 3,"1 bed
(1 double)",Yes,null,Not requierd,null,49.656016,26.989835,https://www.booking.com/hotel/sa/oyo-307-jubail-rose.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=565827602_214656183_3_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=542&highlighted_blocks=565827602_214656183_3_0_0&hpos=17&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=565827602_214656183_3_0_0__790697&srepoch=1587183036&srpvid=b42f1d5ec7130055&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
برج مروية الخليل,Makkah,Makkah,SAR 50,1,Only 5 rooms like this left on our site,6197452,8.4, 41 reviews ,Budget Double Room,No prepayment ,FREE cancellation,Max persons: 2,"2 beds
(2 singles)",No, Very good ,Not requierd,null,39.821895,21.374596,https://www.booking.com/hotel/sa/brj-mrwy-lkhlyl.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=619745201_241774150_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=543&highlighted_blocks=619745201_241774150_2_0_0&hpos=18&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=619745201_241774150_2_0_0__5000&srepoch=1587183036&srpvid=b42f1d5ec7130055&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
مروية المعابدة,Makkah,Makkah,SAR 60,1,Only 5 rooms like this left on our site,6078272,6.5, 22 reviews ,Economy Double or Twin Room,No prepayment ,FREE cancellation,Max persons: 2,"2 beds
(2 singles)",No, Review score ,Not requierd,null,39.85166,21.443378,https://www.booking.com/hotel/sa/mrwy-lm-bd.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=607827204_244550113_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=544&highlighted_blocks=607827204_244550113_2_0_0&hpos=19&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=607827204_244550113_2_0_0__5999&srepoch=1587183036&srpvid=b42f1d5ec7130055&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Madinah Marriott Hotel,Al-Madinah,Al-Madinah,SAR 185,1,Only 5 rooms like this left on our site,74592,6.9," 1,405 reviews ","Standard King Room, Guest room, 1 King",No prepayment ,FREE cancellation,Max persons: 2,"1 bed
(1 extra-large double)",Yes, Review score ,Not requierd,null,39.60328817,24.46412336,https://www.booking.com/hotel/sa/madinah-marriott.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=7459201_246420778_0_2_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=545&highlighted_blocks=7459201_246420778_0_2_0&hpos=20&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=7459201_246420778_0_2_0__18500&srepoch=1587183036&srpvid=b42f1d5ec7130055&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
فندق دار الرحمه دانه,Makkah,Makkah,SAR 195,1,Only 1 room left like this on our site,5759043,5.3, 17 reviews ,Quadruple Room,No prepayment ,FREE cancellation,Max persons: 4,"4 beds
(4 singles)",No, Review score ,Not requierd,null,39.82945663,21.41753273,https://www.booking.com/hotel/sa/fndq-dr-lrhmh-dnh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=575904303_241658200_4_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=546&highlighted_blocks=575904303_241658200_4_0_0&hpos=21&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=575904303_241658200_4_0_0__19499&srepoch=1587183036&srpvid=b42f1d5ec7130055&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
NASEEM,Riyadh,Riyadh,SAR 23,0,Only 3 rooms like this left on our site,4339977,3.9, 7 reviews ,Twin Room,No prepayment ,FREE cancellation,Max persons: 2,"2 beds
(2 doubles)",No, Review score ,Not requierd,null,46.81374184,24.73557135,https://www.booking.com/hotel/sa/nwf9.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=433997701_206290977_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=547&highlighted_blocks=433997701_206290977_0_0_0&hpos=22&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=433997701_206290977_0_0_0__2250&srepoch=1587183036&srpvid=b42f1d5ec7130055&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Yamamah,Riyadh,Riyadh,SAR 24,0,Only 2 like this left on our site,1887908,4.1, 45 reviews ,Twin Room,No prepayment ,FREE cancellation,Max persons: 2,"2 beds
(2 singles)",Yes, Review score ,Not requierd,null,46.71605855,24.6017385,https://www.booking.com/hotel/sa/nof-residential-units-10.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=188790802_206289308_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=548&highlighted_blocks=188790802_206289308_0_0_0&hpos=23&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=188790802_206289308_0_0_0__2375&srepoch=1587183036&srpvid=b42f1d5ec7130055&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
‏Al Marqab (Males Only),Riyadh,Riyadh,SAR 25,0,Only 3 like this left on our site,1892336,4, 14 reviews ,Triple Room with Private Bathroom,No prepayment ,FREE cancellation,Max persons: 3,"3 beds
(3 singles)",No, Review score ,Not requierd,null,46.72498763,24.63836038,https://www.booking.com/hotel/sa/nouf-furnished-apartments-12.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=189233602_99806651_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=549&highlighted_blocks=189233602_99806651_0_0_0&hpos=24&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=189233602_99806651_0_0_0__2500&srepoch=1587183036&srpvid=b42f1d5ec7130055&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
REEMAL,Riyadh,Riyadh,SAR 25,0,Only 6 like this left on our site,3939379,3.4, 6 reviews ,Small Room,No prepayment ,FREE cancellation,Max persons: 3,"3 beds
(3 singles)",No, Review score ,Not requierd,null,46.82995818,24.87071591,https://www.booking.com/hotel/sa/mjm-strht-nwf.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=393937901_123484638_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=550&highlighted_blocks=393937901_123484638_0_0_0&hpos=25&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=393937901_123484638_0_0_0__2500&srepoch=1587183036&srpvid=b42f1d5ec7130055&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
